particle_size_nm,drug_diffusion,nanoparticle_diffusion,release_rate,uptake_rate,drug_loading,tumor_growth_rate,drug_efficacy
1.2002076709852758,-0.7388756960500297,1.4693596928498258,0.5666758695806504,0.27438187552540505,-0.09947920007448735,2.1315538154183367,0.9740661120271272
-0.1042277566740461,1.3986622829651534,0.19159085109188234,1.2209080124757539,-0.6379777095866946,-0.20661195875177604,0.1502939858777144,0.255751672080098
0.23944125282711387,0.024524593812555215,0.4072655308370446,0.5192455455671815,0.3045723961880139,0.2926666705239772,-0.5138431059401212,-0.3447688466208085
0.3163820505335347,-0.4397028122279302,-1.258691142925928,1.2686543633772023,-0.6936081886498323,1.3386268250886464,-1.1289350247520673,0.668462075451452
-1.4946030747902528,0.7166149253090132,0.1381635770897722,1.1026483455589084,0.8257792912700168,-1.628923237504477,-0.46909559450405686,1.0551242980397875
-1.1992416292595056,0.03503005914411246,0.607004948322902,-1.2678377630692252,-1.2980583897943228,-0.34559064872616074,0.6187129757310831,1.1208498630204458
-0.8679050397778244,1.485566107830998,0.8831050233467637,0.3982192714881285,-1.3995300386381342,0.041974329118563684,2.1877387275296676,0.2657298125053112
-1.0110231228391071,1.1902194098569951,-0.5631386797355411,-0.43114916635012757,1.1989614169119838,0.6494298973674196,-0.6689527565812904,-0.6655157993119756
-1.6049698652013726,1.0964480428992371,1.2180804320633023,0.4973082982710019,1.250148880290411,-1.3550470469472864,1.728433551291799,1.1041343228671272
0.780378396159502,-0.10695542477495729,-1.344121433116607,-0.5341335717795024,0.7827542986900929,-1.084067194096268,-0.32618524545552946,1.160137063577055
-1.0331308439371332,1.239786573777495,-0.33037614612766736,-0.045055706001540824,0.7302145386436645,0.3592618151353799,-0.41317225544899755,1.1864280808605399
-1.5536500186155517,0.06215538510474852,0.623314481054287,0.2933908780253991,-1.240298154248024,-1.2493556292012473,1.6061487912741352,1.217926140086434
-0.7149710790113052,1.4513915383392848,-1.5613344215731242,0.9089041997411665,1.50578755222524,-0.5138207209965387,1.0665901203682533,1.2370551000837022
1.1262050209721082,1.25826242905912,-0.060377350486665725,1.383611093143289,-0.6913920484090835,1.2393527353065756,0.4581179410967955,0.7416683063387834
0.5862129719177406,0.745557964784673,1.419413358951881,-0.22357938949313094,-1.29194059536035,-0.9390562019480894,1.4065590953496634,-0.15771460521609704
-0.5906584223076147,1.1520046279180398,0.1416366961206144,0.7725080718398594,-0.9703774795527114,0.688215262907004,1.123775209589695,0.996000200632417
0.6346783913993594,-1.5838772918411674,0.575824655081377,1.331835877880686,1.4573007933257425,-0.9041214737534146,0.3314093223830247,-0.4492156143836488
-0.5566327751939052,-1.155751052914673,-1.086231739215993,-1.4367902601089515,0.06049944071274253,1.3319537865986222,-0.5887894755414336,1.0673464725311999
-1.4241172840020164,1.2428242597231502,0.24498987046779627,-0.2527507042440527,-0.775735970182783,0.29790201096277924,-0.15141392793019015,0.2773186461260768
-0.7530747083600425,-0.26293524233662174,-1.5948239784460887,-1.9178365883755977,0.3924603712472871,-0.999082131228075,-1.2238350701559317,0.7861699232084154
-0.9974067942150132,0.19509129070111533,0.33934784341422336,-1.0357669090534216,0.2356793300546124,-1.6684220804750627,-0.97461560370233,-0.5539474200137705
-0.5608106826784521,0.22087453732523982,0.5825824600887193,1.233121883867606,-0.30107355103284567,-0.4576634011682405,0.5797313091067631,0.5393286010921118
0.7307900463604474,0.12095999320117773,-1.3865010052730098,-1.654022834633671,1.4489093012205154,1.3148888046882339,-0.8008286162070876,0.5496258057428125
1.3337553371993778,-0.1775174505267848,0.31163439731618636,-0.07734277224865241,-0.8017253055087104,1.029864014431089,1.811103636409409,0.696647455680057
-1.614184241827044,-1.1070117623231095,0.6527353149460502,-0.30217806902780303,-0.22117657710261543,-0.19405500761761807,-0.46822203641879717,-1.9952902119729867
0.8536202649695074,0.7376475840808202,0.3016641390949256,0.2171433954901153,-1.3726684874153703,0.6319249600983221,-0.8703170303239596,-2.0450231564200614
